,State,Account length,Area code,International plan,Voice mail plan,Number vmail messages,Total day minutes,Total day calls,Total day charge,Total eve minutes,Total eve calls,Total eve charge,Total night minutes,Total night calls,Total night charge,Total intl minutes,Total intl calls,Total intl charge,Customer service calls,Churn,New column
805,NH,88,415,No,No,0,202.2,86.0,34.37,216.8,93.0,18.43,239.4,99.0,10.77,11.8,2,3.19,2.0,False,45.14
806,SC,87,408,No,No,0,322.5,106.0,54.83,204.6,93.0,17.39,186.2,128.0,8.38,9.4,4,2.54,2.0,True,63.21
807,IN,100,510,No,No,0,216.2,107.0,36.75,215.6,84.0,18.33,138.4,127.0,6.23,10.2,3,2.75,0.0,False,42.980000000000004
808,FL,104,415,No,No,0,76.4,116.0,12.99,115.6,74.0,9.83,226.3,94.0,10.18,9.4,3,2.54,3.0,False,23.17
809,GA,27,510,No,No,0,72.7,75.0,12.36,208.6,117.0,17.73,65.8,71.0,2.96,9.9,3,2.67,1.0,False,15.32
810,IL,81,415,No,Yes,31,210.4,100.0,35.77,225.5,97.0,19.17,168.7,120.0,7.59,9.7,4,2.62,0.0,False,43.36
811,NC,64,510,Yes,Yes,33,127.2,93.0,21.62,162.9,104.0,13.85,247.4,109.0,11.13,8.1,13,2.19,0.0,False,32.75
812,VT,107,510,No,Yes,28,201.8,79.0,34.31,304.9,128.0,25.92,225.6,133.0,10.15,11.9,8,3.21,1.0,False,44.46
813,DC,88,415,No,Yes,17,219.5,78.0,37.32,222.1,94.0,18.88,188.3,92.0,8.47,16.1,5,4.35,1.0,False,45.79
814,VT,111,408,No,No,0,99.3,112.0,16.88,270.5,136.0,22.99,225.3,94.0,10.14,9.0,6,2.43,3.0,False,27.02
815,NV,77,415,No,No,0,239.2,114.0,40.66,150.0,115.0,12.75,160.8,81.0,7.24,10.3,2,2.78,5.0,False,47.9
816,OR,67,415,Yes,No,0,120.9,58.0,20.55,235.0,88.0,19.98,95.1,130.0,4.28,11.4,11,3.08,2.0,False,24.830000000000002
817,AL,102,408,No,No,0,224.7,81.0,38.2,129.4,112.0,11.0,167.6,109.0,7.54,15.8,6,4.27,1.0,False,45.74
818,ND,146,408,No,Yes,19,176.6,88.0,30.02,162.7,66.0,13.83,215.5,98.0,9.7,14.6,6,3.94,1.0,False,39.72
819,FL,144,415,No,Yes,51,283.9,98.0,48.26,192.0,109.0,16.32,196.3,85.0,8.83,10.0,4,2.7,1.0,False,57.089999999999996
820,NE,96,415,No,No,0,180.6,92.0,30.7,190.9,114.0,16.23,295.6,125.0,13.3,10.3,4,2.78,1.0,True,44.0
821,ND,70,415,No,Yes,31,125.9,101.0,21.4,196.4,102.0,16.69,252.7,75.0,11.37,10.3,4,2.78,1.0,False,32.769999999999996
822,ME,149,408,No,No,0,237.6,79.0,40.39,192.4,107.0,16.35,207.4,111.0,9.33,9.1,9,2.46,0.0,False,49.72
823,IL,129,415,No,No,0,198.4,91.0,33.73,264.7,106.0,22.5,111.4,101.0,5.01,9.2,2,2.48,2.0,False,38.739999999999995
824,WA,166,408,No,No,0,274.3,110.0,46.63,52.9,109.0,4.5,246.1,119.0,11.07,10.9,5,2.94,0.0,False,57.7
825,MA,136,408,Yes,No,0,199.6,89.0,33.93,211.4,96.0,17.97,72.4,84.0,3.26,11.0,4,2.97,3.0,True,37.19
826,KS,149,510,No,No,0,217.7,91.0,37.01,273.5,74.0,23.25,226.9,99.0,10.21,9.6,3,2.59,3.0,False,47.22
827,RI,70,415,No,No,0,134.7,96.0,22.9,235.9,90.0,20.05,260.2,113.0,11.71,7.6,6,2.05,3.0,False,34.61
828,MO,120,415,No,Yes,24,212.7,73.0,36.16,257.5,103.0,21.89,227.8,119.0,10.25,9.7,13,2.62,2.0,False,46.41
829,IA,66,510,No,No,0,256.3,135.0,43.57,180.2,106.0,15.32,187.3,135.0,8.43,6.2,7,1.67,2.0,False,52.0
830,WY,104,408,No,No,0,183.6,133.0,31.21,120.7,98.0,10.26,215.1,112.0,9.68,12.7,2,3.43,1.0,False,40.89
831,NV,160,415,No,No,0,176.2,90.0,29.95,196.0,115.0,16.66,263.9,95.0,11.88,9.2,4,2.48,1.0,False,41.83
832,WI,129,415,No,Yes,37,205.0,94.0,34.85,165.4,103.0,14.06,185.0,81.0,8.32,11.7,8,3.16,1.0,False,43.17
833,AL,93,408,No,No,0,267.9,114.0,45.54,223.0,74.0,18.96,262.7,90.0,11.82,11.3,3,3.05,3.0,True,57.36
834,HI,169,415,No,No,0,179.2,111.0,30.46,175.2,130.0,14.89,228.6,92.0,10.29,9.9,6,2.67,2.0,False,40.75
835,MO,58,415,No,No,0,149.4,145.0,25.4,196.5,105.0,16.7,209.5,108.0,9.43,14.9,3,4.02,1.0,False,34.83
836,CA,75,510,No,Yes,38,163.6,132.0,27.81,146.7,113.0,12.47,345.8,115.0,15.56,13.1,3,3.54,3.0,False,43.37
837,MO,45,408,No,No,0,207.6,71.0,35.29,152.7,94.0,12.98,217.8,125.0,9.8,12.4,13,3.35,1.0,False,45.09
838,CT,155,510,No,No,0,165.4,108.0,28.12,183.7,103.0,15.61,80.2,108.0,3.61,8.9,4,2.4,3.0,False,31.73
839,MD,52,415,No,No,0,209.8,114.0,35.67,171.3,82.0,14.56,154.6,119.0,6.96,9.9,9,2.67,4.0,False,42.63
840,OH,119,415,No,Yes,27,220.1,128.0,37.42,268.2,133.0,22.8,146.5,80.0,6.59,11.1,3,3.0,0.0,False,44.010000000000005
841,NV,86,510,No,No,0,141.3,72.0,24.02,154.3,95.0,13.12,210.6,91.0,9.48,8.2,5,2.21,1.0,False,33.5
842,MD,42,408,No,No,0,196.5,89.0,33.41,241.3,123.0,20.51,143.2,105.0,6.44,4.0,7,1.08,0.0,False,39.849999999999994
843,NE,127,510,Yes,No,0,180.9,114.0,30.75,209.5,118.0,17.81,249.9,105.0,11.25,7.4,4,2.0,2.0,False,42.0
844,OH,123,408,No,No,0,105.0,150.0,17.85,251.6,90.0,21.39,258.0,93.0,11.61,14.9,5,4.02,0.0,False,29.46
845,MA,98,510,No,No,0,271.4,119.0,46.14,190.4,102.0,16.18,284.7,118.0,12.81,11.1,6,3.0,4.0,True,58.95
846,OK,149,510,No,Yes,43,206.7,79.0,35.14,174.6,122.0,14.84,241.5,80.0,10.87,10.9,3,2.94,1.0,False,46.01
847,MA,160,408,No,No,0,166.8,109.0,28.36,236.0,117.0,20.06,307.6,77.0,13.84,9.3,1,2.51,1.0,False,42.2
848,WA,103,415,No,No,0,204.9,107.0,34.83,135.2,102.0,11.49,208.2,106.0,9.37,10.4,3,2.81,5.0,False,44.199999999999996
849,HI,132,415,No,Yes,15,154.6,128.0,26.28,245.6,106.0,20.88,148.6,90.0,6.69,9.1,4,2.46,1.0,False,32.97
850,CO,137,415,No,No,0,127.0,107.0,21.59,323.2,75.0,27.47,143.9,127.0,6.48,7.5,2,2.03,1.0,False,28.07
851,FL,129,415,Yes,No,0,267.4,78.0,45.46,204.2,85.0,17.36,111.7,146.0,5.03,5.9,4,1.59,1.0,False,50.49
852,WI,62,415,No,No,0,281.0,66.0,47.77,160.6,108.0,13.65,77.9,74.0,3.51,0.0,0,0.0,1.0,False,51.28
853,ID,122,510,No,Yes,33,270.8,96.0,46.04,220.4,110.0,18.73,169.9,104.0,7.65,11.8,8,3.19,4.0,False,53.69
854,WY,32,408,No,No,0,171.2,82.0,29.1,185.6,102.0,15.78,203.3,64.0,9.15,10.2,7,2.75,1.0,False,38.25
855,GA,86,510,No,No,0,124.1,82.0,21.1,202.6,120.0,17.22,289.6,119.0,13.03,6.7,8,1.81,3.0,False,34.13
856,FL,130,415,No,No,0,162.8,113.0,27.68,290.3,111.0,24.68,114.9,140.0,5.17,7.2,3,1.94,1.0,False,32.85
857,WY,42,408,No,No,0,146.3,84.0,24.87,255.9,113.0,21.75,45.0,117.0,2.03,8.0,12,2.16,1.0,False,26.900000000000002
858,DE,73,415,No,No,0,254.8,85.0,43.32,143.4,80.0,12.19,153.9,102.0,6.93,15.0,7,4.05,2.0,False,50.25
859,ME,66,408,No,Yes,26,254.9,108.0,43.33,243.2,135.0,20.67,190.8,95.0,8.59,5.4,3,1.46,2.0,False,51.92
860,DC,103,510,No,Yes,31,107.7,124.0,18.31,188.9,104.0,16.06,196.2,98.0,8.83,8.9,3,2.4,0.0,False,27.14
861,IA,128,408,No,No,0,158.8,75.0,27.0,264.8,91.0,22.51,270.0,77.0,12.15,7.6,7,2.05,1.0,False,39.15
862,CO,104,415,No,No,0,182.9,113.0,31.09,239.6,85.0,20.37,229.8,104.0,10.34,5.5,4,1.49,2.0,False,41.43
863,MN,103,415,No,No,0,198.5,112.0,33.75,42.5,90.0,3.61,179.2,124.0,8.06,12.4,5,3.35,0.0,False,41.81
864,VT,124,415,No,No,0,178.4,72.0,30.33,233.6,134.0,19.86,179.4,91.0,8.07,12.0,2,3.24,0.0,False,38.4
865,AZ,87,510,No,No,0,110.9,91.0,18.85,158.5,115.0,13.47,207.5,131.0,9.34,6.2,5,1.67,1.0,False,28.19
866,LA,109,415,No,Yes,27,166.9,85.0,28.37,221.2,92.0,18.8,197.3,97.0,8.88,12.3,4,3.32,1.0,True,37.25
867,MO,167,415,Yes,No,0,244.8,91.0,41.62,60.8,105.0,5.17,176.7,110.0,7.95,10.7,3,2.89,2.0,False,49.57
868,ME,97,510,No,No,0,120.8,96.0,20.54,169.8,101.0,14.43,194.1,63.0,8.73,11.9,3,3.21,4.0,True,29.27
869,MD,106,415,No,No,0,165.3,118.0,28.1,210.0,101.0,17.85,187.2,93.0,8.42,8.5,3,2.3,2.0,False,36.52
870,VT,125,415,No,No,0,126.7,113.0,21.54,155.5,131.0,13.22,206.2,112.0,9.28,14.4,7,3.89,2.0,False,30.82
871,DC,108,408,No,Yes,35,215.9,106.0,36.7,200.6,107.0,17.05,195.4,107.0,8.79,15.5,7,4.19,0.0,False,45.49
872,WY,125,415,No,No,0,140.1,132.0,23.82,209.6,126.0,17.82,264.1,77.0,11.88,8.0,2,2.16,1.0,False,35.7
873,VA,89,415,No,Yes,32,209.9,113.0,35.68,249.8,104.0,21.23,224.2,92.0,10.09,8.7,7,2.35,1.0,False,45.769999999999996
874,VA,72,510,Yes,Yes,29,139.8,114.0,23.77,138.2,91.0,11.75,221.0,88.0,9.95,5.5,6,1.49,0.0,False,33.72
875,CT,23,510,No,No,0,321.6,107.0,54.67,251.6,115.0,21.39,141.1,158.0,6.35,11.3,3,3.05,2.0,True,61.02
876,HI,149,510,No,No,0,166.6,61.0,28.32,218.8,107.0,18.6,208.3,131.0,9.37,8.2,6,2.21,7.0,False,37.69
877,WI,73,415,No,No,0,214.2,90.0,36.41,196.8,78.0,16.73,157.9,112.0,7.11,5.9,8,1.59,0.0,False,43.519999999999996
878,MD,61,415,No,No,0,260.0,123.0,44.2,210.5,127.0,17.89,234.7,70.0,10.56,9.0,3,2.43,1.0,True,54.760000000000005
879,WV,161,415,No,No,0,191.9,113.0,32.62,70.9,87.0,6.03,204.8,107.0,9.22,13.4,4,3.62,4.0,True,41.839999999999996
880,VT,73,408,No,No,0,213.0,95.0,36.21,188.8,104.0,16.05,136.2,89.0,6.13,13.5,3,3.65,0.0,False,42.34
881,UT,118,415,No,Yes,24,118.1,83.0,20.08,109.6,72.0,9.32,245.5,73.0,11.05,16.9,2,4.56,1.0,False,31.13
882,CO,23,408,No,No,0,190.2,89.0,32.33,166.4,108.0,14.14,219.8,73.0,9.89,15.0,4,4.05,6.0,False,42.22
883,NC,127,415,No,Yes,25,82.2,95.0,13.97,163.3,109.0,13.88,264.9,104.0,11.92,5.1,6,1.38,0.0,False,25.89
884,NJ,42,415,No,Yes,32,163.8,80.0,27.85,177.8,123.0,15.11,190.4,106.0,8.57,8.1,5,2.19,0.0,False,36.42
885,AR,118,415,No,No,0,267.8,145.0,45.53,316.4,121.0,26.89,208.6,91.0,9.39,14.4,11,3.89,5.0,True,54.92
886,IA,45,510,No,No,0,159.8,91.0,27.17,120.4,86.0,10.23,163.0,93.0,7.34,10.6,3,2.86,2.0,False,34.510000000000005
887,GA,50,408,No,Yes,24,214.3,129.0,36.43,289.8,55.0,24.63,312.5,130.0,14.06,10.6,4,2.86,1.0,False,50.49
888,MO,179,510,No,No,0,287.3,123.0,48.84,288.0,114.0,24.48,266.0,112.0,11.97,10.5,4,2.84,0.0,True,60.81
889,MO,152,408,No,No,0,101.2,122.0,17.2,141.6,87.0,12.04,198.5,124.0,8.93,7.5,3,2.03,2.0,False,26.13
890,WY,105,415,No,No,0,102.8,74.0,17.48,281.7,125.0,23.94,228.1,113.0,10.26,13.2,5,3.56,2.0,False,27.740000000000002
891,HI,72,415,No,No,0,109.1,97.0,18.55,115.7,96.0,9.83,295.8,84.0,13.31,8.3,6,2.24,0.0,False,31.86
892,PA,52,408,No,No,0,215.9,67.0,36.7,217.0,108.0,18.45,342.8,130.0,15.43,5.2,2,1.4,1.0,False,52.13
893,TX,125,415,No,No,0,203.4,110.0,34.58,128.7,97.0,10.94,190.5,113.0,8.57,11.0,4,2.97,1.0,False,43.15
894,VA,143,510,No,No,0,110.1,113.0,18.72,169.0,59.0,14.37,166.7,94.0,7.5,9.2,2,2.48,1.0,False,26.22
895,RI,65,415,No,No,0,111.0,51.0,18.87,219.8,84.0,18.68,202.0,89.0,9.09,4.4,14,1.19,1.0,False,27.96
896,WI,80,415,No,No,0,239.9,121.0,40.78,142.3,51.0,12.1,364.3,106.0,16.39,9.3,5,2.51,1.0,False,57.17
897,MS,1,415,No,No,0,144.8,107.0,24.62,112.5,66.0,9.56,218.7,79.0,9.84,13.8,3,3.73,1.0,False,34.46
898,KY,60,408,No,No,0,135.4,134.0,23.02,205.9,85.0,17.5,204.0,103.0,9.18,7.9,4,2.13,1.0,False,32.2
899,NC,43,415,No,No,0,84.2,134.0,14.31,80.8,103.0,6.87,196.1,79.0,8.82,10.8,2,2.92,1.0,False,23.130000000000003
900,NV,143,415,No,No,0,209.1,127.0,35.55,106.1,80.0,9.02,179.6,90.0,8.08,14.0,6,3.78,0.0,False,43.629999999999995
901,UT,81,415,No,Yes,24,130.1,117.0,22.12,196.0,61.0,16.66,139.3,123.0,6.27,11.4,5,3.08,0.0,False,28.39
902,ME,205,510,No,Yes,24,175.8,139.0,29.89,155.0,98.0,13.18,180.7,64.0,8.13,7.8,5,2.11,2.0,False,38.02
903,HI,24,415,No,No,0,241.9,104.0,41.12,145.2,112.0,12.34,214.5,105.0,9.65,6.6,5,1.78,1.0,False,50.769999999999996
904,OH,74,415,No,No,0,136.7,106.0,23.24,228.6,105.0,19.43,265.3,114.0,11.94,9.8,4,2.65,0.0,False,35.18
905,WV,77,510,No,No,0,67.7,68.0,11.51,195.7,86.0,16.63,236.5,137.0,10.64,12.0,2,3.24,1.0,False,22.15
906,OK,74,415,No,No,0,200.4,87.0,34.07,309.2,105.0,26.28,152.1,118.0,6.84,10.0,2,2.7,1.0,False,40.91
907,KY,74,510,Yes,No,0,125.8,103.0,21.39,207.7,96.0,17.65,207.4,143.0,9.33,14.1,4,3.81,1.0,True,30.72
908,AL,200,408,No,No,0,128.2,87.0,21.79,133.2,105.0,11.32,177.6,123.0,7.99,11.2,2,3.02,1.0,False,29.78
909,MD,86,408,No,No,0,226.3,88.0,38.47,223.0,107.0,18.96,255.6,92.0,11.5,13.0,3,3.51,4.0,False,49.97
910,NE,91,510,No,Yes,37,162.3,107.0,27.59,233.9,115.0,19.88,277.4,94.0,12.48,9.2,4,2.48,0.0,False,40.07
911,DC,76,415,No,No,0,224.4,121.0,38.15,147.9,97.0,12.57,183.8,74.0,8.27,6.7,2,1.81,2.0,False,46.42
912,TX,130,415,No,No,0,120.5,127.0,20.49,189.7,52.0,16.12,270.1,107.0,12.15,14.3,2,3.86,1.0,False,32.64
913,OH,56,408,No,No,0,91.1,90.0,15.49,179.3,115.0,15.24,300.7,89.0,13.53,11.9,8,3.21,2.0,False,29.02
914,DE,117,415,No,No,0,168.8,137.0,28.7,241.4,107.0,20.52,204.8,106.0,9.22,15.5,4,4.19,0.0,False,37.92
915,IA,63,510,No,No,0,153.5,81.0,26.1,287.3,115.0,24.42,230.2,85.0,10.36,6.5,5,1.76,2.0,False,36.46
916,VT,126,415,No,No,0,226.2,88.0,38.45,140.3,114.0,11.93,208.9,110.0,9.4,6.4,2,1.73,0.0,False,47.85
917,OR,132,510,No,No,0,191.9,107.0,32.62,206.9,127.0,17.59,272.0,88.0,12.24,12.6,2,3.4,1.0,False,44.86
918,NV,81,415,No,Yes,28,167.9,147.0,28.54,190.7,105.0,16.21,193.0,103.0,8.69,9.2,6,2.48,4.0,True,37.23
919,NC,122,415,No,No,0,180.0,88.0,30.6,145.0,77.0,12.33,233.7,120.0,10.52,11.5,6,3.11,2.0,False,41.120000000000005
920,NJ,46,408,No,No,0,257.4,67.0,43.76,261.1,91.0,22.19,204.4,107.0,9.2,13.4,5,3.62,2.0,True,52.959999999999994
921,MN,150,415,No,Yes,28,174.4,75.0,29.65,169.9,80.0,14.44,201.6,130.0,9.07,11.0,4,2.97,1.0,False,38.72
922,ID,99,408,No,No,0,159.7,83.0,27.15,155.4,121.0,13.21,255.7,114.0,11.51,8.4,3,2.27,1.0,False,38.66
923,AL,87,408,No,No,0,237.2,124.0,40.32,222.6,87.0,18.92,173.3,81.0,7.8,11.0,3,2.97,1.0,False,48.12
924,AK,108,415,No,No,0,103.0,129.0,17.51,242.3,103.0,20.6,170.2,89.0,7.66,7.9,3,2.13,1.0,False,25.17
925,VT,101,415,No,No,0,153.8,89.0,26.15,234.0,89.0,19.89,196.3,77.0,8.83,11.6,2,3.13,4.0,False,34.98
926,PA,53,415,No,No,0,205.1,86.0,34.87,160.5,95.0,13.64,149.5,142.0,6.73,10.7,2,2.89,3.0,False,41.599999999999994
927,AK,132,415,No,Yes,39,175.7,93.0,29.87,187.2,94.0,15.91,225.5,118.0,10.15,8.6,3,2.32,2.0,False,40.02
928,CA,158,510,No,No,0,155.9,123.0,26.5,224.2,112.0,19.06,221.0,116.0,9.95,8.6,8,2.32,2.0,False,36.45
929,MS,114,415,No,Yes,34,154.4,109.0,26.25,221.4,142.0,18.82,208.5,103.0,9.38,10.3,5,2.78,0.0,False,35.63
930,AR,77,415,No,Yes,23,209.7,73.0,35.65,183.6,63.0,15.61,205.5,111.0,9.25,7.1,3,1.92,2.0,False,44.9
931,NV,144,415,Yes,No,0,150.0,69.0,25.5,285.9,73.0,24.3,190.6,121.0,8.58,9.4,15,2.54,0.0,False,34.08
932,AL,91,510,No,Yes,23,232.4,97.0,39.51,186.0,88.0,15.81,190.5,128.0,8.57,12.3,3,3.32,3.0,False,48.08
933,GA,58,408,No,No,0,165.4,100.0,28.12,115.7,87.0,9.83,193.8,118.0,8.72,12.8,5,3.46,2.0,False,36.84
934,AR,5,415,No,No,0,199.2,106.0,33.86,187.3,12.0,15.92,214.0,85.0,9.63,13.3,3,3.59,3.0,False,43.49
935,MA,97,408,No,No,0,217.6,81.0,36.99,320.5,51.0,27.24,150.7,110.0,6.78,4.2,3,1.13,0.0,False,43.77
936,NJ,107,415,No,No,0,212.1,95.0,36.06,150.1,88.0,12.76,219.8,111.0,9.89,7.7,2,2.08,3.0,False,45.95
937,MO,142,415,No,Yes,30,154.0,75.0,26.18,165.8,97.0,14.09,270.0,83.0,12.15,10.8,5,2.92,1.0,False,38.33
938,NY,9,408,No,Yes,31,193.8,130.0,32.95,202.6,98.0,17.22,191.2,102.0,8.6,13.3,2,3.59,1.0,False,41.550000000000004
939,AZ,73,415,No,No,0,175.4,130.0,29.82,248.1,105.0,21.09,122.4,85.0,5.51,12.2,4,3.29,0.0,False,35.33
940,NJ,48,510,No,Yes,22,152.0,63.0,25.84,258.8,131.0,22.0,263.2,109.0,11.84,15.7,5,4.24,2.0,True,37.68
941,WV,43,408,No,No,0,230.2,147.0,39.13,186.7,121.0,15.87,128.4,100.0,5.78,9.2,3,2.48,0.0,False,44.910000000000004
942,NM,122,408,No,Yes,33,174.9,103.0,29.73,248.2,105.0,21.1,164.6,116.0,7.41,13.5,3,3.65,1.0,True,37.14
943,SC,93,415,No,No,0,190.2,68.0,32.33,262.2,64.0,22.29,130.0,92.0,5.85,8.8,4,2.38,0.0,False,38.18
944,VT,85,415,No,No,0,176.4,122.0,29.99,224.9,123.0,19.12,219.6,50.0,9.88,11.5,1,3.11,1.0,False,39.87
945,TN,59,415,No,No,0,160.9,95.0,27.35,251.2,65.0,21.35,273.4,97.0,12.3,5.0,5,1.35,3.0,False,39.650000000000006
946,LA,87,415,No,No,0,228.7,90.0,38.88,163.0,99.0,13.86,154.1,90.0,6.93,11.8,3,3.19,1.0,False,45.81
947,OH,137,408,No,No,0,144.0,90.0,24.48,181.6,100.0,15.44,128.1,93.0,5.76,12.3,2,3.32,0.0,False,30.240000000000002
948,OR,21,510,No,Yes,31,135.9,90.0,23.1,271.0,84.0,23.04,179.1,89.0,8.06,9.5,7,2.57,6.0,False,31.160000000000004
949,DE,129,510,No,No,0,334.3,118.0,56.83,192.1,104.0,16.33,191.0,83.0,8.59,10.4,6,2.81,0.0,True,65.42
950,KY,104,415,No,No,0,130.5,77.0,22.19,131.2,117.0,11.15,264.7,63.0,11.91,13.0,6,3.51,0.0,False,34.1
951,GA,93,408,No,Yes,21,134.2,105.0,22.81,162.5,128.0,13.81,186.6,90.0,8.4,11.8,2,3.19,4.0,True,31.21
952,VT,63,415,No,No,0,278.0,102.0,47.26,266.4,114.0,22.64,224.1,118.0,10.08,13.1,4,3.54,4.0,True,57.339999999999996
953,OR,161,415,No,No,0,105.4,70.0,17.92,214.8,122.0,18.26,223.6,126.0,10.06,7.8,5,2.11,0.0,False,27.980000000000004
954,TX,50,510,No,No,0,188.9,94.0,32.11,203.9,104.0,17.33,151.8,124.0,6.83,11.6,8,3.13,3.0,False,38.94
955,MO,103,408,No,Yes,24,111.8,85.0,19.01,239.6,102.0,20.37,268.3,81.0,12.07,6.9,4,1.86,1.0,False,31.080000000000002
956,ND,84,415,No,Yes,33,159.1,106.0,27.05,149.8,101.0,12.73,213.4,108.0,9.6,13.0,18,3.51,1.0,False,36.65
957,MN,92,510,No,No,0,212.4,105.0,36.11,224.6,118.0,19.09,221.3,105.0,9.96,9.0,4,2.43,1.0,False,46.07
958,NV,77,415,No,No,0,142.3,112.0,24.19,306.3,111.0,26.04,196.5,82.0,8.84,9.9,1,2.67,1.0,False,33.03
959,NY,64,415,Yes,No,0,346.8,55.0,58.96,249.5,79.0,21.21,275.4,102.0,12.39,13.3,9,3.59,1.0,True,71.35
960,FL,159,415,No,Yes,15,113.9,102.0,19.36,145.3,146.0,12.35,195.2,137.0,8.78,11.8,9,3.19,1.0,False,28.14
961,KS,110,415,Yes,Yes,27,267.9,103.0,45.54,263.3,74.0,22.38,178.1,106.0,8.01,8.3,2,2.24,1.0,True,53.55
962,NV,138,510,No,No,0,171.4,117.0,29.14,115.2,128.0,9.79,224.5,115.0,10.1,17.0,4,4.59,3.0,False,39.24
963,NV,178,408,No,No,0,275.4,150.0,46.82,187.5,62.0,15.94,147.1,126.0,6.62,13.6,3,3.67,1.0,False,53.44
964,SC,38,415,No,Yes,31,197.2,118.0,33.52,249.9,70.0,21.24,298.9,104.0,13.45,3.9,2,1.05,0.0,False,46.97
965,MI,50,415,No,Yes,35,192.6,97.0,32.74,135.2,101.0,11.49,216.2,101.0,9.73,7.9,2,2.13,2.0,False,42.47
966,MI,45,510,No,Yes,26,91.7,104.0,15.59,150.6,119.0,12.8,63.3,103.0,2.85,7.7,5,2.08,1.0,False,18.44
967,TN,70,510,No,No,0,126.3,99.0,21.47,141.6,106.0,12.04,255.9,96.0,11.52,9.6,2,2.59,0.0,False,32.989999999999995
968,NY,147,510,No,Yes,33,251.5,107.0,42.76,234.1,110.0,19.9,213.4,87.0,9.6,10.4,6,2.81,3.0,False,52.36
969,NV,94,510,No,No,0,190.6,108.0,32.4,152.3,95.0,12.95,144.7,97.0,6.51,7.5,5,2.03,1.0,False,38.91
970,IL,179,510,No,No,0,116.1,101.0,19.74,201.8,99.0,17.15,181.9,103.0,8.19,11.6,5,3.13,0.0,False,27.93
971,MS,116,415,No,No,0,217.3,91.0,36.94,216.1,95.0,18.37,148.1,76.0,6.66,11.3,3,3.05,2.0,False,43.599999999999994
972,ND,59,510,No,No,0,179.4,80.0,30.5,232.5,99.0,19.76,175.8,105.0,7.91,14.7,3,3.97,0.0,False,38.41
973,NC,165,415,No,No,0,207.7,109.0,35.31,164.8,94.0,14.01,54.5,91.0,2.45,7.9,3,2.13,0.0,False,37.760000000000005
974,MI,133,408,No,No,0,277.3,138.0,47.14,228.4,117.0,19.41,117.3,103.0,5.28,12.8,4,3.46,2.0,True,52.42
975,TN,140,415,No,No,0,125.3,84.0,21.3,167.6,121.0,14.25,260.6,94.0,11.73,8.4,4,2.27,1.0,False,33.03
976,VT,93,408,No,Yes,32,138.1,91.0,23.48,167.3,72.0,14.22,238.9,115.0,10.75,6.8,3,1.84,2.0,False,34.230000000000004
977,OK,52,510,No,Yes,38,169.3,88.0,28.78,225.9,97.0,19.2,172.0,86.0,7.74,8.2,3,2.21,0.0,False,36.52
978,DE,64,415,No,Yes,27,201.3,101.0,34.22,143.8,89.0,12.22,150.2,127.0,6.76,12.3,3,3.32,1.0,False,40.98
979,ND,12,510,Yes,No,0,216.7,117.0,36.84,116.5,126.0,9.9,220.0,110.0,9.9,9.8,4,2.65,2.0,False,46.74
980,OR,48,415,No,No,0,190.4,92.0,32.37,317.5,85.0,26.99,133.4,113.0,6.0,8.3,4,2.24,2.0,False,38.37
981,NY,181,408,No,No,0,143.3,91.0,24.36,195.5,58.0,16.62,223.3,95.0,10.05,6.0,7,1.62,1.0,False,34.41
982,MO,168,415,No,Yes,42,97.4,57.0,16.56,203.6,98.0,17.31,173.9,124.0,7.83,11.4,2,3.08,2.0,False,24.39
983,FL,155,415,No,No,0,181.4,111.0,30.84,167.7,92.0,14.25,168.5,122.0,7.58,11.3,3,3.05,3.0,False,38.42
984,ND,105,510,No,No,0,246.4,83.0,41.89,256.2,101.0,21.78,169.0,151.0,7.61,3.8,4,1.03,0.0,False,49.5
985,NY,11,415,No,No,0,143.4,130.0,24.38,289.4,50.0,24.6,194.0,100.0,8.73,9.7,6,2.62,2.0,False,33.11
986,ND,182,415,No,No,0,104.9,111.0,17.83,198.5,120.0,16.87,258.2,91.0,11.62,8.0,5,2.16,2.0,False,29.449999999999996
987,NY,104,415,No,No,0,156.2,93.0,26.55,193.0,54.0,16.41,222.7,94.0,10.02,13.1,5,3.54,1.0,False,36.57
988,OH,102,415,No,No,0,114.8,125.0,19.52,81.9,126.0,6.96,304.3,101.0,13.69,12.0,4,3.24,0.0,False,33.21
989,AL,122,415,No,No,0,232.5,96.0,39.53,205.5,120.0,17.47,213.7,91.0,9.62,11.9,2,3.21,0.0,False,49.15
990,SC,41,415,No,No,0,143.6,117.0,24.41,152.4,108.0,12.95,194.4,110.0,8.75,8.6,3,2.32,1.0,False,33.16
991,GA,132,415,No,No,0,176.7,132.0,30.04,244.1,80.0,20.75,176.3,120.0,7.93,9.1,4,2.46,2.0,False,37.97
992,WY,76,415,No,No,0,263.4,148.0,44.78,230.3,69.0,19.58,170.6,101.0,7.68,11.4,5,3.08,1.0,True,52.46
993,WV,13,415,No,No,0,146.4,74.0,24.89,148.5,92.0,12.62,216.7,96.0,9.75,11.3,3,3.05,1.0,False,34.64
994,HI,115,415,No,Yes,33,145.0,72.0,24.65,194.5,157.0,16.53,242.3,138.0,10.9,14.2,3,3.83,2.0,False,35.55
995,WV,67,408,No,No,0,167.8,91.0,28.53,167.7,69.0,14.25,110.3,71.0,4.96,8.4,12,2.27,1.0,False,33.49
